,True_number_of_patches,True_area_mn,True_patch_density,True_largest_patch_index,True_landscape_shape_index,True_effective_mesh_size,Proj_number_of_patches,Proj_area_mn,Proj_patch_density,Proj_largest_patch_index,Proj_landscape_shape_index,Proj_effective_mesh_size
ri_zhao_shi,43114.0,0.9647383462256846,4.03213584408536,0.1089066736567904,252.26887417218543,985272.7572975935,14323.0,2.9017546661775886,1.339525019595366,0.3209995876919213,220.45695364238415,979909.5165431006
san_men_xia_shi,23159.0,0.7706235694717258,0.7902067311697422,0.013456895888320759,191.46728016359918,2894472.054073632,7717.0,2.308585723970222,0.2633112545635347,0.03567695499571652,161.37052200614121,2893204.303014206
shang_qiu_shi,104890.0,0.6655261204184834,4.759371886400644,0.08446937011947657,349.66683291770573,2061508.9349216942,101340.0,0.6888995418012277,4.598291037923932,0.058746771276315696,432.3177057356609,2062427.347799981
shi_jia_zhuang_shi,82752.0,0.7423809396513928,3.09546887773307,0.03700084742032184,327.92671517671516,2549133.143695347,64488.0,0.9525965903815312,2.4122751956115893,0.05955779289522583,346.9745322245322,2548094.498088496
su_qian_shi,75740.0,0.8495929684718071,4.489215070118565,0.0954486550525782,292.34458356015244,1556288.845552791,49006.0,1.3114270563838306,2.9046537328522626,0.4200699968868456,342.41503267973854,1554053.017313297
su_zhou_shi,97928.0,0.8278524965988074,4.597390064817692,0.0349635232368969,354.8058111380145,1967603.9925060994,51577.0,1.5696232262872012,2.4213665894647307,0.12024450525989315,282.4871546291808,1966396.098637455
ta_he_shi,18797.0,0.7048738623170889,3.553908446732791,0.09805156531550496,135.89223638470455,501996.4844346488,19244.0,0.6873864980620092,3.638421777354143,0.1651841498122295,168.34222737819024,502200.2479948355
tai_an_shi,74665.0,0.7083607515732728,4.4763037646572,0.10175302610015924,311.2819528250137,1560955.3560569712,49429.0,1.0679986425044623,2.963359255116062,0.09495370233492599,299.9796814936848,1560151.4712770309
tai_zhou_shi,83609.0,0.9059291389122255,6.394347396169478,0.1300065331409549,352.39896640826873,1156741.0732334435,32180.0,2.3553824519890765,2.4610998721278072,0.34305181390008704,283.99948347107437,1148053.0833429734
tang_shan_shi,109360.0,0.804137681873737,3.973538842050403,0.0805808082514668,389.5265017667846,2573505.7427699934,46553.0,1.8846528463345114,1.6914790939463462,0.16111423509740708,374.4297082228116,2570494.202839061
tian_jin_shi,92375.0,1.1383241437053095,4.13533331121131,0.07360804650515855,347.20677966101687,2021191.8670528377,51683.0,2.0336725635697546,2.31368261459631,0.38974278417218294,352.6858838490885,2014884.2537801762
tong_ling_shi,9572.0,0.8798630944924658,4.931570988389572,0.2771149227070354,109.37331334332833,177141.16629147172,7922.0,1.0624891487869137,4.081477786253886,0.14522621143418807,129.02252252252254,177205.41791299483
wei_fang_shi,151656.0,0.7886399939836375,4.977043675372288,0.08583137829049879,446.48490712074306,2804846.2530810875,74014.0,1.614748306548482,2.4289900207641275,0.17054794117819996,395.54006968641113,2798615.261068896
wei_hai_shi,47373.0,0.6716235481471984,3.365104126927979,0.061797673063440944,251.4054246966453,1342865.0783980177,18706.0,1.6993451795020817,1.3287661283497936,0.06733729593034049,246.96928571428566,1341561.4857030301
wu_hu_shi,62176.0,0.7117097516409944,5.183873761288453,0.07822358757938726,276.90574564234987,1109111.4739733525,41080.0,1.0765375793216532,3.425011807027304,0.1322936030160011,274.1298449612403,1108277.5530373016
wu_xi_shi,59522.0,0.7128161312664026,5.589305715448062,0.030825914628989606,271.5392287234043,980186.0109174444,26469.0,1.6015826932042057,2.485523554016914,0.0491424560374816,192.84574468085106,979663.8635379757
xin_xiang_shi,58856.0,0.8029497373922849,3.4977374032562283,0.07391908005527946,270.04243873281524,1587014.5515160921,48040.0,0.982638719390724,2.8549562466431495,0.05964856867533988,292.58253588516743,1586642.3417230044
xin_yang_shi,170426.0,0.4030533400579553,5.4584227608903015,0.012567286733007959,449.7263959390862,2984694.8304377305,108527.0,0.6318538469180306,3.475914748753956,0.0510930452676074,414.9156504065041,2983282.6335208574
xing_tai_shi,77961.0,0.7990617312229911,3.3883635049118803,0.05957948397950174,332.2229524772498,2173879.7402529037,50934.0,1.221738358469752,2.2137082228188674,0.05972354299405274,337.9286798179059,2172334.6232434036
xu_chang_shi,49464.0,0.8321001482254233,4.973183959683535,0.1850398197317907,251.65956072351415,910897.2856922669,30788.0,1.3362895899194471,3.0954712063467706,0.10352308050638213,274.26679586563307,910722.7324342373
xu_zhou_shi,126393.0,0.8620630251013671,4.2882049346333835,0.05233925440640729,410.2838582677166,2727431.9978622575,86740.0,1.255194789893271,2.942875760762856,0.11722442805823408,441.33950374163066,2723752.205931235
xuan_cheng_shi,62942.0,0.6585023232381785,2.4756333257516645,0.04059600624604387,270.4155405405405,2456758.5016424432,29303.0,1.4140560776118827,1.1525449357265583,0.0869032943752965,289.9377958079784,2454997.93761255
yan_cheng_shi,161340.0,0.7092013607839915,5.28334819356294,0.08523884385757124,463.08211754897866,2820964.0477684853,62739.0,1.8272463410715964,2.0544935063589023,0.5094189521745311,389.20408163265313,2805845.4713136316
yan_tai_shi,100586.0,0.6311747776512353,3.1324778796256507,0.032194095175348214,377.281973816717,3082333.5958666014,55877.0,1.1355308564085027,1.740137459287003,0.08250087870906733,348.01863041289016,3079934.0581669724
yang_zhou_shi,84247.0,0.7253645043877183,7.181126887480572,0.08571354768804397,330.40412135088724,1050854.2396012698,39679.0,1.5409242236939578,3.3821967995102686,0.3456081220061248,276.4069834001145,1045026.6389147728
zao_zhuang_shi,47934.0,0.6201824781437052,5.349684962332998,0.03426190597186478,247.0187353629976,836571.5452045627,34193.0,0.8672921516970954,3.8161175348823844,0.08156825984799172,222.50390625,836447.4085238964
zhang_jia_kou_shi,104680.0,0.957924113386031,1.56365672898951,0.034015861997716064,419.2451882845189,6488325.927958412,18094.0,5.543631463434185,0.27027899173038017,0.09146568930938684,256.47009619406106,6464073.486601532
zhen_jiang_shi,52551.0,0.8626668547767798,6.854524396254022,0.11006984825780027,256.90690310323,675892.9636882301,31287.0,1.4469554864868674,4.080940510848501,0.4132865026148354,222.60266159695817,673653.3505415507
zheng_zhou_shi,86694.0,1.2818099604787623,7.240065249102521,1.0386460821057701,343.74951606658925,964928.3597104771,50795.0,2.18477338467915,4.2420365230369175,0.39821212744168233,346.0046493607129,968907.4186810747
zhou_kou_shi,95619.0,0.5540132200050741,4.430572787505509,0.04273467257499585,325.32980599647266,2050802.025554406,106429.0,0.4979824527882519,4.9314616467587395,0.024874493861115544,413.6566725455615,2051811.615835653
zhu_ma_dian_shi,131731.0,0.7115887861734427,4.50907186087111,0.09217379212854003,408.1822510822512,2728248.00667394,91860.0,1.0196058241036516,3.144311825915086,0.07453726057103294,481.24772628843647,2729494.465732126
zi_bo_shi,45709.0,0.8027272461982693,3.4010884993826096,0.03735253791827678,248.69546120058564,1269775.300830849,30423.0,1.203016924691529,2.2636967646791035,0.08058371941603441,210.47287390029322,1269615.9795332665
